family	s_name
Aquifoliaceae	Ilex formosana
Aquifoliaceae	Ilex geniculata
Aquifoliaceae	Ilex geniculata var. geniculata
Aquifoliaceae	Ilex geniculata var. glabra
Aquifoliaceae	Ilex goshiensis
Aquifoliaceae	Ilex integra
Aquifoliaceae	Ilex integra f. ellipsoidea
Aquifoliaceae	Ilex integra f. lutea
Aquifoliaceae	Ilex integra var. brachypoda
Aquifoliaceae	Ilex integra var. integra
Aquifoliaceae	Ilex kusanoi
Aquifoliaceae	Ilex latifolia
Aquifoliaceae	Ilex latifolia f. variegata
Aquifoliaceae	Ilex leucoclada
Aquifoliaceae	Ilex lilongshanensis
Aquifoliaceae	Ilex liukiuensis
Aquifoliaceae	Ilex lonicerifolia
Aquifoliaceae	Ilex lonicerifolia var. matsudae
Aquifoliaceae	Ilex macrocarpa
Aquifoliaceae	Ilex macropoda
Aquifoliaceae	Ilex macropoda f. pseudomacropoda
Aquifoliaceae	Ilex matanoana
Aquifoliaceae	Ilex maximowicziana
Aquifoliaceae	Ilex maximowicziana var. kanehirae
Aquifoliaceae	Ilex maximowicziana var. maximowicziana
Aquifoliaceae	Ilex mertensii
Aquifoliaceae	Ilex mertensii var. beecheyi
Aquifoliaceae	Ilex mertensii var. mertensii
Aquifoliaceae	Ilex micrococca
Aquifoliaceae	Ilex micrococca f. luteocarpa
Aquifoliaceae	Ilex nipponica
Aquifoliaceae	Ilex opaca
Aquifoliaceae	Ilex paraguariensis
Aquifoliaceae	Ilex pedunculosa
Aquifoliaceae	Ilex pedunculosa f. aurantiaca
Aquifoliaceae	Ilex pedunculosa f. longipedunculata
Aquifoliaceae	Ilex pedunculosa f. variegata
Aquifoliaceae	Ilex pedunculosa var. pedunculosa
Aquifoliaceae	Ilex pedunculosa var. senjoensis
Aquifoliaceae	Ilex percoriacea
Aquifoliaceae	Ilex pernyi
Aquifoliaceae	Ilex pubescens
Aquifoliaceae	Ilex rarasanensis
Aquifoliaceae	Ilex rotunda
Aquifoliaceae	Ilex rotunda f. xanthocarpa
Aquifoliaceae	Ilex rugosa
Aquifoliaceae	Ilex rugosa var. rugosa
Aquifoliaceae	Ilex rugosa var. stenophylla
Aquifoliaceae	Ilex serrata
Aquifoliaceae	Ilex serrata f. alba
Aquifoliaceae	Ilex serrata f. argutidens
Aquifoliaceae	Ilex serrata f. glabrifolia
Aquifoliaceae	Ilex serrata f. leucocarpa
Aquifoliaceae	Ilex serrata f. subtilis
Aquifoliaceae	Ilex serrata f. xanthocarpa
Aquifoliaceae	Ilex sugerokii var. brevipedunculata
Aquifoliaceae	Ilex sugerokii var. sugerokii
Aquifoliaceae	Ilex suzukii
Aquifoliaceae	Ilex taisanensis
Aquifoliaceae	Ilex tugitakayamensis
Aquifoliaceae	Ilex warburgii
Aquifoliaceae	Ilex yunnanensis var. parvifolia
Campanulaceae	Adenophora capillaris subsp. paniculata
Campanulaceae	Adenophora coronopifolia
Campanulaceae	Adenophora divaricata
Campanulaceae	Adenophora divaricata f. albiflora
Campanulaceae	Adenophora gmelinii
Campanulaceae	Adenophora grandiflora
Campanulaceae	Adenophora hatsushimae
Campanulaceae	Adenophora izuensis
Campanulaceae	Adenophora kayasanensis
Campanulaceae	Adenophora koreana
Campanulaceae	Adenophora maximowicziana
Campanulaceae	Adenophora morrisonensis subsp. morrisonensis
Campanulaceae	Adenophora morrisonensis subsp. ueharae
Campanulaceae	Adenophora nikoensis f. globiflora
Campanulaceae	Adenophora nikoensis f. hispidula
Campanulaceae	Adenophora nikoensis var. nikoensis
Campanulaceae	Adenophora nikoensis var. nikoensis f. globiflora
Campanulaceae	Adenophora nikoensis var. nikoensis f. hispidula
Campanulaceae	Adenophora nikoensis var. nikoensis f. nikoensis
Campanulaceae	Adenophora nikoensis var. nikoensis f. nipponica
Campanulaceae	Adenophora nikoensis var. nipponica
Campanulaceae	Adenophora nikoensis var. persicaria
Campanulaceae	Adenophora nikoensis var. petrophila
Campanulaceae	Adenophora nikoensis var. teramotoi
Campanulaceae	Adenophora nikoensis var. teramotoi f. hispidula
Campanulaceae	Adenophora palustris
Campanulaceae	Adenophora palustris f. nivea
Campanulaceae	Adenophora pereskiifolia
Campanulaceae	Adenophora pereskiifolia var. moiwana
Campanulaceae	Adenophora pereskiifolia var. yamadae
Campanulaceae	Adenophora polyantha
Campanulaceae	Adenophora polyantha var. glabricalyx
Campanulaceae	Adenophora remotiflora
Campanulaceae	Adenophora remotiflora f. angustifolia
Campanulaceae	Adenophora remotiflora f. hirsuta
Campanulaceae	Adenophora remotiflora f. leucantha
Campanulaceae	Adenophora stenanthina
Campanulaceae	Adenophora stenophylla
Campanulaceae	Adenophora stricta
Campanulaceae	Adenophora stricta f. albiflora
Campanulaceae	Adenophora stricta var. lancifolia
Campanulaceae	Adenophora takedae
Campanulaceae	Adenophora takedae var. howozana
Campanulaceae	Adenophora takedae var. takedae
Campanulaceae	Adenophora tashiroi
Campanulaceae	Adenophora trachelioides
Campanulaceae	Adenophora tricuspidata
Campanulaceae	Adenophora triphylla var. insularis
Campanulaceae	Adenophora triphylla var. japonica
Campanulaceae	Adenophora triphylla var. japonica f. albiflora
Campanulaceae	Adenophora triphylla var. japonica f. canescens
Campanulaceae	Adenophora triphylla var. japonica f. leucantha
Campanulaceae	Adenophora triphylla var. japonica f. procumbens
Campanulaceae	Adenophora triphylla var. japonica f. rotundifolia
Campanulaceae	Adenophora triphylla var. japonica f. violacea
Campanulaceae	Adenophora triphylla var. puellaris
Campanulaceae	Adenophora triphylla var. sasamotoi
Campanulaceae	Adenophora triphylla var. triphylla
Campanulaceae	Adenophora triphylla var. triphylla f. alba
Campanulaceae	Adenophora triphylla var. verticillata
Campanulaceae	Adenophora triphylla var. verticillata f. hirsuta
Campanulaceae	Adenophora uryuensis
Campanulaceae	Adenophora wawreana
Campanulaceae	Adenophora wulingshanica
Campanulaceae	Adenphora grandiflora
Campanulaceae	Asyneuma japonicum
Campanulaceae	Campanula carpatica
Campanulaceae	Campanula chamissonis
Campanulaceae	Campanula chamissonis f. albiflora
Campanulaceae	Campanula dimorphantha
Campanulaceae	Campanula drabifolia
Campanulaceae	Campanula elatinoides
Campanulaceae	Campanula glomerata subsp. glomerata
Campanulaceae	Campanula glomerata subsp. speciosa
Campanulaceae	Campanula glomerata subsp. speciosa f. alba
Campanulaceae	Campanula glomerata var. dahurica
Campanulaceae	Campanula lasiocarpa
Campanulaceae	Campanula lasiocarpa f. albiflora
Campanulaceae	Campanula lasiocarpa f. duplex
Campanulaceae	Campanula latifolia
Campanulaceae	Campanula medium
Campanulaceae	Campanula microdonta
Campanulaceae	Campanula microdonta × C. punctata var. hondoensis
Campanulaceae	Campanula persicifolia
Campanulaceae	Campanula portenschlagiana
Campanulaceae	Campanula punctata f. inpunctata
Campanulaceae	Campanula punctata var. hondoensis
Campanulaceae	Campanula punctata var. hondoensis × C. microdonta
Campanulaceae	Campanula punctata var. hondoensis f. albiflora
Campanulaceae	Campanula punctata var. punctata
Campanulaceae	Campanula punctata var. punctata f. inpunctata
Campanulaceae	Campanula punctata var. punctata f. lucida
Campanulaceae	Campanula punctata var. punctata f. rubriflora
Campanulaceae	Campanula rapunculoides
Campanulaceae	Campanula rotundifolia
Campanulaceae	Campanula rotundifolia subsp. langsdorffiana
Campanulaceae	Campanula takeshimana
Campanulaceae	Campanula trachelium
Campanulaceae	Codonopsis javanica subsp. japonica
Campanulaceae	Codonopsis kawakamii
Campanulaceae	Codonopsis lanceolata
Campanulaceae	Codonopsis lanceolata f. emaculata
Campanulaceae	Codonopsis lanceolata var. lanceolata
Campanulaceae	Codonopsis lanceolata var. omurae
Campanulaceae	Codonopsis minima
Campanulaceae	Codonopsis pilosula
Campanulaceae	Codonopsis pilosula subsp. tangshen
Campanulaceae	Codonopsis ussuriensis
Campanulaceae	Codonopsis ussuriensis f. viridiflora
Campanulaceae	Cyclocodon lancifolius
Campanulaceae	Hanabusaya asiatica
Campanulaceae	Hanabusaya asiatica var. latisepala
Campanulaceae	Hippobroma longiflora
Campanulaceae	Legousia speculum-veneris
Campanulaceae	Lobelia boninensis
Campanulaceae	Lobelia cardinalis
Campanulaceae	Lobelia chinensis
Campanulaceae	Lobelia chinensis f. lactiflora
Campanulaceae	Lobelia chinensis f. plena
Campanulaceae	Lobelia dopatrioides var. cantonensis
Campanulaceae	Lobelia erinus
Campanulaceae	Lobelia inflata
Campanulaceae	Lobelia loochooensis
Campanulaceae	Lobelia nummularia
Campanulaceae	Lobelia seguinii
Campanulaceae	Lobelia sessilifolia
Campanulaceae	Lobelia sessilifolia f. leucantha
Campanulaceae	Lobelia zeylanica
Campanulaceae	Peracarpa carnosa
Campanulaceae	Peracarpa carnosa var. carnosa
Campanulaceae	Peracarpa carnosa var. pumila
Campanulaceae	Platycodon grandiflorus
Campanulaceae	Platycodon grandiflorus 'Duplex'
Campanulaceae	Platycodon grandiflorus f. albiflorus
Campanulaceae	Platycodon grandiflorus 'Leucanthum'
Campanulaceae	Popoviocodonia stenocarpa
Campanulaceae	Trachelium caeruleum
Campanulaceae	Triodanis biflora
Campanulaceae	Triodanis perfoliata
Campanulaceae	Triodanis perfoliata f. alba
Campanulaceae	Wahlenbergia marginata
Menyanthaceae	Menyanthes trifoliata
Menyanthaceae	Nephrophyllidium crista-galli
Menyanthaceae	Nephrophyllidium crista-galli subsp. crista-galli
Menyanthaceae	Nephrophyllidium crista-galli subsp. japonicum
Menyanthaceae	Nymphoides aquatica
Menyanthaceae	Nymphoides aurantiaca
Menyanthaceae	Nymphoides coreana
Menyanthaceae	Nymphoides hydrophylla
Menyanthaceae	Nymphoides indica
Menyanthaceae	Nymphoides peltata
Goodeniaceae	Scaevola hainanensis
Goodeniaceae	Scaevola taccada
Goodeniaceae	Scaevola taccada f. moomomiana
Goodeniaceae	Scaevola taccada f. taccada
Asteraceae	－
Asteraceae	× Ixyoungia sekimotoi
Asteraceae	× Ixyoungia yendoi
Asteraceae	× Liguparasenecio telphusiformis
Asteraceae	Acanthospermum hispidum
Asteraceae	Achillea × stricta
Asteraceae	Achillea ageratifolia
Asteraceae	Achillea ageratum
Asteraceae	Achillea alpina
Asteraceae	Achillea alpina subsp. alpina var. discoidea
Asteraceae	Achillea alpina subsp. alpina var. longiligulata
Asteraceae	Achillea alpina subsp. camtschatica
Asteraceae	Achillea alpina subsp. japonica
Asteraceae	Achillea alpina subsp. pulchra
Asteraceae	Achillea alpina subsp. subcartilaginea
Asteraceae	Achillea alpina var. discoidea
Asteraceae	Achillea alpina var. longiligulata
Asteraceae	Achillea asiatica
Asteraceae	Achillea clavennae
Asteraceae	Achillea erba-rotta subsp. moschata
Asteraceae	Achillea filipendulina
Asteraceae	Achillea millefolium
Asteraceae	Achillea nana
Asteraceae	Achillea ptarmica subsp. macrocephala
Asteraceae	Achillea ptarmica subsp. macrocephala var. macrocephala
Asteraceae	Achillea ptarmica subsp. macrocephala var. speciosa
Asteraceae	Achillea ptarmica subsp. macrocephala var. yezoensis
Asteraceae	Achillea ptarmica subsp. ptarmica var. acuminata
Asteraceae	Achillea tomentosa
Asteraceae	Acilepis aspera
Asteraceae	Acmella brachyglossa
Asteraceae	Acmella ciliata
Asteraceae	Acmella oleracea
Asteraceae	Acmella oppositifolia
Asteraceae	Acmella oppositifolia var. repens
Asteraceae	Acmella paniculata
Asteraceae	Acmella uliginosa
Asteraceae	Adenocaulon himalaicum
Asteraceae	Adenostemma latifolium
Asteraceae	Adenostemma lavenia
Asteraceae	Adenostemma lavenia var. lavenia
Asteraceae	Adenostemma lavenia var. parviflora
Asteraceae	Adenostemma madurense
Asteraceae	Adenostemma parviflorum
Asteraceae	Ageratina adenophora
Asteraceae	Ageratina altissima
Asteraceae	Ageratina aromatica
Asteraceae	Ageratum conyzoides
Asteraceae	Ageratum houstonianum
Asteraceae	Ainsliaea × hybrida
Asteraceae	Ainsliaea acerifolia var. acerifolia
Asteraceae	Ainsliaea acerifolia var. subapoda
Asteraceae	Ainsliaea apiculata
Asteraceae	Ainsliaea apiculata f. rotundifolia
Asteraceae	Ainsliaea apiculata var. acerifolia
Asteraceae	Ainsliaea apiculata var. apiculata
Asteraceae	Ainsliaea apiculata var. ovatifolia
Asteraceae	Ainsliaea cordifolia
Asteraceae	Ainsliaea cordifolia var. cordifolia
Asteraceae	Ainsliaea cordifolia var. maruoi
Asteraceae	Ainsliaea dissecta
Asteraceae	Ainsliaea dissecta f. acerifolia
Asteraceae	Ainsliaea dissecta f. purpurascens
Asteraceae	Ainsliaea faurieana
Asteraceae	Ainsliaea fragrans
Asteraceae	Ainsliaea henryi var. subalpina
Asteraceae	Ainsliaea linearis
Asteraceae	Ainsliaea macroclinidioides
Asteraceae	Ainsliaea macroclinidioides var. okinawensis
Asteraceae	Ainsliaea oblonga
Asteraceae	Ainsliaea oblonga var. latifolia
Asteraceae	Ainsliaea oblonga var. oblonga
Asteraceae	Ainsliaea paucicapitata
Asteraceae	Ainsliaea reflexa
Asteraceae	Ainsliaea secundiflora
Asteraceae	Ainsliaea uniflora
Asteraceae	Ainsliaea uniflora f. nivea
Asteraceae	Amberboa moschata
Asteraceae	Ambrosia artemisiifolia
Asteraceae	Ambrosia psilostachya
Asteraceae	Ambrosia trifida
Asteraceae	Ammobium alatum
Asteraceae	Anaphalis adnata
Asteraceae	Anaphalis alpicola
Asteraceae	Anaphalis alpicola f. robusta
Asteraceae	Anaphalis hancockii
Asteraceae	Anaphalis horaimontana
Asteraceae	Anaphalis lactea
Asteraceae	Anaphalis margaritacea subsp. margaritacea
Asteraceae	Anaphalis margaritacea subsp. yedoensis
Asteraceae	Anaphalis margaritacea var. angustifolia
Asteraceae	Anaphalis margaritacea var. margaritacea
Asteraceae	Anaphalis margaritacea var. yedoensis
Asteraceae	Anaphalis morrisonicola
Asteraceae	Anaphalis nagasawae
Asteraceae	Anaphalis royleana
Asteraceae	Anaphalis sinica
Asteraceae	Anaphalis sinica subsp. intermedia
Asteraceae	Anaphalis sinica subsp. sinica
Asteraceae	Anaphalis sinica var. morii
Asteraceae	Anaphalis sinica var. pernivea
Asteraceae	Anaphalis sinica var. sinica
Asteraceae	Anaphalis sinica var. viscosissima
Asteraceae	Anaphalis sinica var. yakusimensis
Asteraceae	Anisopappus chinensis
Asteraceae	Antennaria dioica
Asteraceae	Antennaria rosea
Asteraceae	Anthemis arvensis
Asteraceae	Anthemis cotula
Asteraceae	Arctium lappa
Asteraceae	Arctium minus
Asteraceae	Arctium tomentosum
Asteraceae	Arctogeron gramineum
Asteraceae	Arctotheca calendula
Asteraceae	Arctotheca prostrata
Asteraceae	Arctotis acaulis
Asteraceae	Arctotis arctotoides
Asteraceae	Arctotis fastuosa
Asteraceae	Arctotis stoechadifolia
Asteraceae	Argyranthemum frutescens
Asteraceae	Argyroxiphium sandwicense
Asteraceae	Arnica mallotopus
Asteraceae	Arnica mallotopus × A. unalaschcensis var. tschonoskyi
Asteraceae	Arnica montana
Asteraceae	Arnica sachalinensis
Asteraceae	Arnica unalaschcensis var. tschonoskyi
Asteraceae	Arnica unalaschcensis var. tschonoskyi f. semiplena
Asteraceae	Arnica unalaschcensis var. unalaschcensis
Asteraceae	Artemisia abrotanum
Asteraceae	Artemisia absinthium
Asteraceae	Artemisia adamsii
Asteraceae	Artemisia anethifolia
Asteraceae	Artemisia anethoides
Asteraceae	Artemisia annua
Asteraceae	Artemisia anomala
Asteraceae	Artemisia arctica
Asteraceae	Artemisia arctica subsp. arctica
Asteraceae	Artemisia arctica subsp. sachalinensis
Asteraceae	Artemisia arctica subsp. sachalinensis f. villosa
Asteraceae	Artemisia argyi
Asteraceae	Artemisia atrovirens
Asteraceae	Artemisia aurata
Asteraceae	Artemisia biennis
Asteraceae	Artemisia borealis
Asteraceae	Artemisia brachyloba
Asteraceae	Artemisia brachyphylla
Asteraceae	Artemisia capillaris
Asteraceae	Artemisia carvifolia
Asteraceae	Artemisia chinensis
Asteraceae	Artemisia chingii
Asteraceae	Artemisia cina
Asteraceae	Artemisia codonocephala
Asteraceae	Artemisia congesta
Asteraceae	Artemisia desertorum
Asteraceae	Artemisia dracunculus
Asteraceae	Artemisia dubia var. subdigitata
Asteraceae	Artemisia eriopoda
Asteraceae	Artemisia eriopoda var. rotundifolia
Asteraceae	Artemisia fauriei
Asteraceae	Artemisia finita
Asteraceae	Artemisia freyniana
Asteraceae	Artemisia frigida
Asteraceae	Artemisia fukudo
Asteraceae	Artemisia furcata
Asteraceae	Artemisia furcata var. pedunculosa
Asteraceae	Artemisia gilvescens
Asteraceae	Artemisia glomerata
Asteraceae	Artemisia glomerata var. leontopodioides
Asteraceae	Artemisia gmelinii
Asteraceae	Artemisia halodendron
Asteraceae	Artemisia igniaria
Asteraceae	Artemisia indica
Asteraceae	Artemisia indica var. indica
Asteraceae	Artemisia indica var. maximowiczii
Asteraceae	Artemisia indica var. maximowiczii × A. momiyamae
Asteraceae	Artemisia integrifolia
Asteraceae	Artemisia japonica
Asteraceae	Artemisia japonica subsp. japonica var. angustissima
Asteraceae	Artemisia japonica subsp. japonica var. japonica
Asteraceae	Artemisia japonica subsp. littoricola
Asteraceae	Artemisia japonica var. angustissima
Asteraceae	Artemisia japonica var. manshurica
Asteraceae	Artemisia kawakamii
Asteraceae	Artemisia keiskeana
Asteraceae	Artemisia kitadakensis
Asteraceae	Artemisia koidzumii
Asteraceae	Artemisia koidzumii var. koidzumii
Asteraceae	Artemisia koidzumii var. megaphylla
Asteraceae	Artemisia kurramensis
Asteraceae	Artemisia lactiflora
Asteraceae	Artemisia lagocephala
Asteraceae	Artemisia lancea
Asteraceae	Artemisia latifolia
Asteraceae	Artemisia leucophylla
Asteraceae	Artemisia limosa
Asteraceae	Artemisia macilenta
Asteraceae	Artemisia maritima
Asteraceae	Artemisia momiyamae
Asteraceae	Artemisia mongolica
Asteraceae	Artemisia monophylla
Asteraceae	Artemisia montana
Asteraceae	Artemisia montana var. montana
Asteraceae	Artemisia montana var. shiretokoensis
Asteraceae	Artemisia morrisonensis
Asteraceae	Artemisia nakaii
Asteraceae	Artemisia niitakayamensis
Asteraceae	Artemisia oligocarpa
Asteraceae	Artemisia opulenta
Asteraceae	Artemisia orthobotrys
Asteraceae	Artemisia oxycephala
Asteraceae	Artemisia palustris
Asteraceae	Artemisia pectinata
Asteraceae	Artemisia pedunculosa
Asteraceae	Artemisia pubescens
Asteraceae	Artemisia rubripes
Asteraceae	Artemisia saitoana
Asteraceae	Artemisia schmidtiana
Asteraceae	Artemisia scoparia
Asteraceae	Artemisia selengensis
Asteraceae	Artemisia sibirica
Asteraceae	Artemisia sieversiana
Asteraceae	Artemisia simulans
Asteraceae	Artemisia sinanensis
Asteraceae	Artemisia somae var. batakensis
Asteraceae	Artemisia somae var. somae
Asteraceae	Artemisia stechmanniana
Asteraceae	Artemisia stelleriana
Asteraceae	Artemisia stolonifera
Asteraceae	Artemisia subulata
Asteraceae	Artemisia sylvatica
Asteraceae	Artemisia tanacetifolia
Asteraceae	Artemisia tsugitakaensis
Asteraceae	Artemisia tsuneoi
Asteraceae	Artemisia unalaskensis
Asteraceae	Artemisia verbenacea
Asteraceae	Artemisia viridisquama
Asteraceae	Artemisia viridissima
Asteraceae	Artemisia vulgaris
Asteraceae	Aster × kiusianus
Asteraceae	Aster × maruyamae
Asteraceae	Aster × sekimotoi
Asteraceae	Aster ageratoides × A. iinumae
Asteraceae	Aster ageratoides × A. microcephalus var. ovatus
Asteraceae	Aster ageratoides subsp. ovatus var. yezoensis f. candidus
Asteraceae	Aster ageratoides var. ageratoides
Asteraceae	Aster ageratoides var. ageratoides f. purpurascens
Asteraceae	Aster ageratoides var. intermedius
Asteraceae	Aster ageratoides var. oligocephalus
Asteraceae	Aster ageratoides var. ovalifolius
Asteraceae	Aster ageratoides var. tenuifolius
Asteraceae	Aster alpinus
Asteraceae	Aster alpinus var. vierhapperi
Asteraceae	Aster altaicus
Asteraceae	Aster arenarius
Asteraceae	Aster arenarius × A. spathulifolius
Asteraceae	Aster asagrayi
Asteraceae	Aster asagrayi var. asagrayi
Asteraceae	Aster asagrayi var. walkeri
Asteraceae	Aster chezuensis
Asteraceae	Aster chingshuiensis
Asteraceae	Aster dimorphophyllus
Asteraceae	Aster dimorphophyllus f. roseus
Asteraceae	Aster fastigiatus
Asteraceae	Aster formosanus
Asteraceae	Aster glehnii
Asteraceae	Aster glehnii var. glehnii
Asteraceae	Aster glehnii var. hondoensis
Asteraceae	Aster hayatae
Asteraceae	Aster hispidus f. albidiflorus
Asteraceae	Aster hispidus var. hispidus
Asteraceae	Aster hispidus var. insularis
Asteraceae	Aster hispidus var. koidzumianus
Asteraceae	Aster hispidus var. leptocladus
Asteraceae	Aster hispidus var. leptocladus f. tubuliflorus
Asteraceae	Aster hispidus var. tubulosus
Asteraceae	Aster iinumae
Asteraceae	Aster iinumae × A. leiophyllus
Asteraceae	Aster iinumae 'Hortensis'
Asteraceae	Aster incisus
Asteraceae	Aster indicus
Asteraceae	Aster itsunboshi
Asteraceae	Aster kantoensis
Asteraceae	Aster komonoensis
Asteraceae	Aster koraiensis
Asteraceae	Aster koshikiensis
Asteraceae	Aster lasiocladus
Asteraceae	Aster lautureanus
Asteraceae	Aster leiophyllus × A. microcephalus var. ovatus
Asteraceae	Aster leiophyllus var. harae
Asteraceae	Aster leiophyllus var. intermedius
Asteraceae	Aster leiophyllus var. leiophyllus
Asteraceae	Aster leiophyllus var. oligocephalus
Asteraceae	Aster leiophyllus var. ovalifolius
Asteraceae	Aster leiophyllus var. tenuifolius
Asteraceae	Aster lucens
Asteraceae	Aster maackii
Asteraceae	Aster macrodon
Asteraceae	Aster macrophyllus
Asteraceae	Aster meyendorffii
Asteraceae	Aster microcephalus var. littoricola
Asteraceae	Aster microcephalus var. microcephalus
Asteraceae	Aster microcephalus var. ovatus
Asteraceae	Aster microcephalus var. ovatus f. humilis
Asteraceae	Aster microcephalus var. ovatus f. vernalis
Asteraceae	Aster microcephalus var. ovatus 'Hortensis'
Asteraceae	Aster microcephalus var. ripensis
Asteraceae	Aster microcephalus var. ripensis f. albiflorus
Asteraceae	Aster microcephalus var. ripensis f. tubulosus
Asteraceae	Aster microcephalus var. yezoensis
Asteraceae	Aster miquelianus
Asteraceae	Aster miyagii
Asteraceae	Aster mongolicus
Asteraceae	Aster morrisonensis
Asteraceae	Aster neobiennis
Asteraceae	Aster oldhamii
Asteraceae	Aster ovalifolius
Asteraceae	Aster pekinensis
Asteraceae	Aster pseudoasagrayi
Asteraceae	Aster pseudoglehnii
Asteraceae	Aster rugulosus
Asteraceae	Aster rugulosus var. rugulosus
Asteraceae	Aster rugulosus var. shibukawaensis
Asteraceae	Aster satsumensis
Asteraceae	Aster savatieri
Asteraceae	Aster savatieri var. pygmaeus
Asteraceae	Aster savatieri var. savatieri
Asteraceae	Aster scaber
Asteraceae	Aster semiamplexicaulis
Asteraceae	Aster shimadae
Asteraceae	Aster sohayakiensis
Asteraceae	Aster sp.
Asteraceae	Aster spathulifolius
Asteraceae	Aster spathulifolius var. oharae
Asteraceae	Aster spathulifolius var. spathulifolius
Asteraceae	Aster sugimotoi
Asteraceae	Aster taiwanensis
Asteraceae	Aster taiwanensis var. lucens
Asteraceae	Aster takasagomontanus
Asteraceae	Aster taoyuenensis
Asteraceae	Aster tataricus
Asteraceae	Aster tenuipes
Asteraceae	Aster tripolium
Asteraceae	Aster tripolium f. albiflorus
Asteraceae	Aster ujiinsularis
Asteraceae	Aster verticillatus
Asteraceae	Aster viscidulus
Asteraceae	Aster viscidulus var. alpinus
Asteraceae	Aster viscidulus var. viscidulus
Asteraceae	Aster yakushimensis
Asteraceae	Aster yomena
Asteraceae	Aster yomena var. angustifolius
Asteraceae	Aster yomena var. dentatus
Asteraceae	Aster yomena var. yomena
Asteraceae	Aster yoshinaganus
Asteraceae	Atractylodes koreana
Asteraceae	Atractylodes lancea
Asteraceae	Atractylodes lancea var. chinensis
Asteraceae	Atractylodes lancea var. lancea
Asteraceae	Atractylodes macrocephala
Asteraceae	Atractylodes ovata
Asteraceae	Austroeupatorium inulifolium
Asteraceae	Baccharis halimifolia
Asteraceae	Baccharoides anthelmintica
Asteraceae	Bartlettina sordida
Asteraceae	Bellis perennis
Asteraceae	Bellium bellidioides
Asteraceae	Bidens aristosa
Asteraceae	Bidens aurea
Asteraceae	Bidens bipinnata
Asteraceae	Bidens biternata
Asteraceae	Bidens biternata var. biternata
Asteraceae	Bidens biternata var. mayebarae
Asteraceae	Bidens cernua
Asteraceae	Bidens frondosa
Asteraceae	Bidens laevis
Asteraceae	Bidens maximowicziana
Asteraceae	Bidens parviflora
Asteraceae	Bidens pilosa var. minor
Asteraceae	Bidens pilosa var. pilosa
Asteraceae	Bidens pilosa var. radiata
Asteraceae	Bidens pilosa var. radiata f. decumbens
Asteraceae	Bidens pilosa var. radiata f. indivisa
Asteraceae	Bidens polylepis
Asteraceae	Bidens tripartita
Asteraceae	Bidens tripartita var. repens
Asteraceae	Bidens tripartita var. tripartita
Asteraceae	Blumea aromatica
Asteraceae	Blumea axillaris
Asteraceae	Blumea balsamifera
Asteraceae	Blumea conspicua
Asteraceae	Blumea formosana
Asteraceae	Blumea hieraciifolia
Asteraceae	Blumea lacera
Asteraceae	Blumea lacera var. blumei
Asteraceae	Blumea lacera var. lacera
Asteraceae	Blumea laciniata
Asteraceae	Blumea lanceolaria
Asteraceae	Blumea oblongifolia
Asteraceae	Blumea riparia var. megacephala
Asteraceae	Boltonia asteroides
Asteraceae	Boltonia asteroides var. latisquama
Asteraceae	Brachyscome iberidifolia
Asteraceae	Buphthalmum salicifolium
Asteraceae	Cacalia auriculata var. matsumurana
Asteraceae	Calendula arvensis
Asteraceae	Calendula officinalis
Asteraceae	Callistephus chinensis
Asteraceae	Calotis cuneifolia
Asteraceae	Calyptocarpus vialis
Asteraceae	Campuloclinium macrocephalum
Asteraceae	Carduus acanthoides
Asteraceae	Carduus cernuus
Asteraceae	Carduus crispus
Asteraceae	Carduus crispus f. albus
Asteraceae	Carduus crispus subsp. agrestis
Asteraceae	Carduus crispus subsp. agrestis f. albus
Asteraceae	Carduus kerneri
Asteraceae	Carduus nutans
Asteraceae	Carduus pycnocephalus
Asteraceae	Carduus tenuiflorus
Asteraceae	Carlina acaulis
Asteraceae	Carpesium abrotanoides
Asteraceae	Carpesium cernuum
Asteraceae	Carpesium divaricatum var. abrotanoides
Asteraceae	Carpesium divaricatum var. divaricatum
Asteraceae	Carpesium divaricatum var. matsuei
Asteraceae	Carpesium divaricatum var. shikokianum
Asteraceae	Carpesium faberi
Asteraceae	Carpesium glossophyllum
Asteraceae	Carpesium macrocephalum
Asteraceae	Carpesium nepalense
Asteraceae	Carpesium rosulatum
Asteraceae	Carpesium triste
Asteraceae	Carthamus lanatus
Asteraceae	Carthamus lanatus subsp. baeticus
Asteraceae	Carthamus tinctorius
Asteraceae	Carthamus tinctorius var. spinosus
Asteraceae	Catananche caerulea
Asteraceae	Centaurea benedicta
Asteraceae	Centaurea calcitrapa
Asteraceae	Centaurea cineraria
Asteraceae	Centaurea dealbata
Asteraceae	Centaurea jacea
Asteraceae	Centaurea macrocephala
Asteraceae	Centaurea melitensis
Asteraceae	Centaurea nigra
Asteraceae	Centaurea pullata
Asteraceae	Centaurea scabiosa
Asteraceae	Centaurea solstitialis
Asteraceae	Centaurea suaveolens
Asteraceae	Centipeda minima
Asteraceae	Centratherum punctatum
Asteraceae	Chamaemelum nobile
Asteraceae	Charieis heterophylla
Asteraceae	Chondrilla juncea
Asteraceae	Chromolaena odorata
Asteraceae	Chrysanthemum × aphrodite
Asteraceae	Chrysanthemum × cuneifolium
Asteraceae	Chrysanthemum × konoanum
Asteraceae	Chrysanthemum × leucanthum
